,total_airflow,t1_valve_pct,t1_n2o,t1_nh4,t1_no3,t1_do,t1_do_sp,t1_airflow,t1_ss,t1_temp,t1_po4,inflow,t1_phase,phasecode,inlet_tank,outlet_tank,storm_mode,total_airflow_q,t1_valve_pct_q,t1_n2o_q,t1_nh4_q,t1_no3_q,t1_do_q,t1_do_sp_q,t1_phase_q,t1_airflow_q,t1_ss_q,t1_temp_q,phasecode_q,inlet_tank_q,outlet_tank_q,t1_po4_q,inflow_q,storm_mode_q,segment_id
2023-07-27 02:30:00+00:00,14414.5833984375,18.000000381469725,0.1637731481343506,5.048593141976744,2.3801689386367797,0.2151331029832362,1.48717,917.0446878888636,2.465921068191528,18.68236389160156,1.2230612993240355,2426.388916015625,1.0,1122.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2023-07-27 02:40:00+00:00,15248.733203125,79.0999984741211,0.1246527794748543,5.467693235818297,2.0439717054367064,0.5341435067355633,1.447616,2943.0897419257426,2.5068357944488526,18.677299880981444,1.5396678924560547,0.0,2.0,1122.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2023-07-27 02:50:00+00:00,18744.55,96.83999938964844,0.1116898167878388,5.582063200417906,1.9684495210647583,1.1658709339797495,1.351058,3941.0631741562174,2.4698379039764404,18.677299880981444,1.719427227973938,0.0,2.0,1122.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2023-07-27 03:00:00+00:00,13852.18359375,99.0999984741211,0.1021990735083817,5.137477209512144,2.155044198036194,1.8492476873099803,1.195164,3279.0486454763172,2.303247261047363,18.67133140563965,1.8036672353744507,0.0,2.0,1122.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2023-07-27 03:10:00+00:00,11748.5666015625,99.0999984741211,0.1092592585831879,4.917263224069029,2.571915555000305,1.2176649264991284,1.147808,2534.530610785441,2.318041038513184,18.670608139038087,1.5835155963897705,785.7638916015625,2.0,1122.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2023-07-27 03:20:00+00:00,17034.0333984375,95.4999984741211,0.1168981496244667,4.659459211770445,2.7757836103439333,1.394097214192152,1.100762,3683.7592372054687,2.369471788406372,18.670969772338868,1.4673205137252807,2376.04169921875,2.0,1222.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2023-07-27 03:30:00+00:00,14768.36640625,44.95999984741211,0.1284722227603196,4.503815081063658,3.0999485731124876,1.4307725720107556,1.092323,2347.316717814261,2.359432601928711,18.670246505737307,1.369403600692749,940.277783203125,2.0,1222.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2023-07-27 03:40:00+00:00,14951.4498046875,72.61999969482422,0.1634259272366761,4.630725195351988,3.415919804573059,0.4826388888061046,1.104634,2143.5762120042864,2.4729968547821044,18.66536483764649,1.3597509622573851,0.0,2.0,2222.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2023-07-27 03:50:00+00:00,21984.966796875,99.0999984741211,0.1655092585831879,4.48083515400067,3.5418297052383423,1.4364149622619151,1.092586,3484.789083336753,2.429133081436157,18.663917922973635,1.5528517007827758,1663.1944091796877,2.0,2222.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2023-07-27 04:00:00+00:00,16737.533203125,96.22000122070312,0.1756944436579941,3.9965811752714218,3.784097552299499,1.4143518380820752,1.068178,2685.263250222901,2.457875204086304,18.66879997253418,1.635197114944458,2414.930517578125,2.0,2222.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2023-07-27 04:10:00+00:00,25016.14375,82.2000015258789,0.1880787063390015,3.697321178857237,4.094375586509704,1.54875575825572,1.053055,3641.8413384484984,2.4649187088012696,18.670969772338868,1.6247460842132568,2410.7638671875,2.0,2222.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2023-07-27 04:20:00+00:00,23886.455078125,32.91999969482422,0.1981481511145829,3.2290691399015485,4.507069039344787,1.4224537186324595,1.0305069999999998,2481.824165643453,2.5119031429290772,18.671693801879883,1.4074700593948364,492.0138671875,2.0,2222.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2023-07-27 04:30:00+00:00,15719.33359375,47.76000061035156,0.2270833332091569,2.9454432033933697,4.824515748023987,0.6940104179084301,1.015272,2114.7795528592296,2.5242871284484862,18.67133140563965,1.155675745010376,0.0,2.0,2222.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
